DISTRICT,FACILITY,TOTALS,MONTH,YEAR
KYOTERA,LWANKONI HC III,2,October,2023
KYOTERA,LWANKONI HC III,8,November,2023
KYOTERA,LWANKONI HC III,8,December,2023
KYOTERA,LWANKONI HC III,3,January,2024
KYOTERA,LWANKONI HC III,1,February,2024
KYOTERA,LWANKONI HC III,3,March,2024
KYOTERA,LWANKONI HC III,2,May,2024
KYOTERA,LWANKONI HC III,2,June,2024
KYOTERA,LWANKONI HC III,2,July,2024
SEMBABULE,LWEBITAKULI HC III,5,July,2022
SEMBABULE,LWEBITAKULI HC III,4,August,2022
SEMBABULE,LWEBITAKULI HC III,2,September,2022
SEMBABULE,LWEBITAKULI HC III,6,October,2022
SEMBABULE,LWEBITAKULI HC III,7,November,2022
SEMBABULE,LWEBITAKULI HC III,1,December,2022
SEMBABULE,LWEBITAKULI HC III,5,January,2023
SEMBABULE,LWEBITAKULI HC III,5,February,2023
SEMBABULE,LWEBITAKULI HC III,6,March,2023
SEMBABULE,LWEBITAKULI HC III,3,April,2023
SEMBABULE,LWEBITAKULI HC III,2,May,2023
SEMBABULE,LWEBITAKULI HC III,8,June,2023
SEMBABULE,LWEBITAKULI HC III,4,July,2023
SEMBABULE,LWEBITAKULI HC III,5,August,2023
SEMBABULE,LWEBITAKULI HC III,1,September,2023
SEMBABULE,LWEBITAKULI HC III,4,October,2023
SEMBABULE,LWEBITAKULI HC III,4,November,2023
SEMBABULE,LWEBITAKULI HC III,3,December,2023
SEMBABULE,LWEBITAKULI HC III,4,January,2024
SEMBABULE,LWEBITAKULI HC III,8,February,2024
SEMBABULE,LWEBITAKULI HC III,3,March,2024
SEMBABULE,LWEBITAKULI HC III,3,April,2024
SEMBABULE,LWEBITAKULI HC III,3,May,2024
SEMBABULE,LWEBITAKULI HC III,3,June,2024
SEMBABULE,LWEBITAKULI HC III,5,July,2024
RAKAI,LWEMBAJJO HC II,2,August,2022
RAKAI,LWEMBAJJO HC II,2,September,2022
RAKAI,LWEMBAJJO HC II,3,April,2023
RAKAI,LWEMBAJJO HC II,2,June,2023
RAKAI,LWEMBAJJO HC II,1,July,2023
RAKAI,LWEMBAJJO HC II,2,August,2023
RAKAI,LWEMBAJJO HC II,1,October,2023
RAKAI,LWEMBAJJO HC II,1,November,2023
RAKAI,LWEMBAJJO HC II,1,December,2023
RAKAI,LWEMBAJJO HC II,5,January,2024
RAKAI,LWEMBAJJO HC II,1,February,2024
RAKAI,LWEMBAJJO HC II,2,March,2024
RAKAI,LWEMBAJJO HC II,1,May,2024
RAKAI,LWEMBAJJO HC II,3,June,2024
RAKAI,LWEMBAJJO HC II,1,July,2024
SEMBABULE,LWEMIYAGA HC III,10,July,2022
SEMBABULE,LWEMIYAGA HC III,13,August,2022
SEMBABULE,LWEMIYAGA HC III,6,September,2022
SEMBABULE,LWEMIYAGA HC III,7,October,2022
SEMBABULE,LWEMIYAGA HC III,9,November,2022
SEMBABULE,LWEMIYAGA HC III,5,December,2022
SEMBABULE,LWEMIYAGA HC III,7,January,2023
SEMBABULE,LWEMIYAGA HC III,4,February,2023
SEMBABULE,LWEMIYAGA HC III,4,March,2023
SEMBABULE,LWEMIYAGA HC III,5,April,2023
SEMBABULE,LWEMIYAGA HC III,7,May,2023
SEMBABULE,LWEMIYAGA HC III,6,June,2023
SEMBABULE,LWEMIYAGA HC III,4,July,2023
SEMBABULE,LWEMIYAGA HC III,7,August,2023
SEMBABULE,LWEMIYAGA HC III,4,September,2023
SEMBABULE,LWEMIYAGA HC III,11,October,2023
SEMBABULE,LWEMIYAGA HC III,4,November,2023
SEMBABULE,LWEMIYAGA HC III,6,December,2023
SEMBABULE,LWEMIYAGA HC III,4,January,2024
SEMBABULE,LWEMIYAGA HC III,14,February,2024
SEMBABULE,LWEMIYAGA HC III,6,March,2024
SEMBABULE,LWEMIYAGA HC III,2,April,2024
SEMBABULE,LWEMIYAGA HC III,13,May,2024
SEMBABULE,LWEMIYAGA HC III,6,June,2024
SEMBABULE,LWEMIYAGA HC III,9,July,2024
LWENGO,LWENGO HC IV,7,July,2022
LWENGO,LWENGO HC IV,8,August,2022
LWENGO,LWENGO HC IV,8,September,2022
LWENGO,LWENGO HC IV,2,October,2022
LWENGO,LWENGO HC IV,10,November,2022
LWENGO,LWENGO HC IV,8,December,2022
LWENGO,LWENGO HC IV,10,January,2023
LWENGO,LWENGO HC IV,4,February,2023
LWENGO,LWENGO HC IV,2,March,2023
LWENGO,LWENGO HC IV,5,April,2023
LWENGO,LWENGO HC IV,14,May,2023
LWENGO,LWENGO HC IV,12,June,2023
LWENGO,LWENGO HC IV,8,July,2023
LWENGO,LWENGO HC IV,8,August,2023
LWENGO,LWENGO HC IV,8,September,2023
LWENGO,LWENGO HC IV,9,October,2023
LWENGO,LWENGO HC IV,9,November,2023
LWENGO,LWENGO HC IV,8,December,2023
LWENGO,LWENGO HC IV,10,January,2024
LWENGO,LWENGO HC IV,7,February,2024
LWENGO,LWENGO HC IV,8,March,2024
LWENGO,LWENGO HC IV,4,April,2024
LWENGO,LWENGO HC IV,3,May,2024
LWENGO,LWENGO HC IV,9,June,2024
LWENGO,LWENGO HC IV,7,July,2024
LWENGO,LWENGO KINONI GOVT HC III,17,July,2022
LWENGO,LWENGO KINONI GOVT HC III,10,August,2022
LWENGO,LWENGO KINONI GOVT HC III,16,September,2022
LWENGO,LWENGO KINONI GOVT HC III,9,October,2022
LWENGO,LWENGO KINONI GOVT HC III,14,November,2022
LWENGO,LWENGO KINONI GOVT HC III,4,December,2022
LWENGO,LWENGO KINONI GOVT HC III,10,January,2023
LWENGO,LWENGO KINONI GOVT HC III,7,February,2023
LWENGO,LWENGO KINONI GOVT HC III,5,March,2023
LWENGO,LWENGO KINONI GOVT HC III,9,April,2023
LWENGO,LWENGO KINONI GOVT HC III,11,May,2023
LWENGO,LWENGO KINONI GOVT HC III,4,June,2023
LWENGO,LWENGO KINONI GOVT HC III,9,July,2023
LWENGO,LWENGO KINONI GOVT HC III,18,August,2023
LWENGO,LWENGO KINONI GOVT HC III,6,September,2023
LWENGO,LWENGO KINONI GOVT HC III,14,October,2023
LWENGO,LWENGO KINONI GOVT HC III,12,November,2023
LWENGO,LWENGO KINONI GOVT HC III,1,December,2023
LWENGO,LWENGO KINONI GOVT HC III,12,January,2024
LWENGO,LWENGO KINONI GOVT HC III,17,February,2024
LWENGO,LWENGO KINONI GOVT HC III,8,March,2024
LWENGO,LWENGO KINONI GOVT HC III,10,April,2024
LWENGO,LWENGO KINONI GOVT HC III,18,May,2024
LWENGO,LWENGO KINONI GOVT HC III,11,June,2024
LWENGO,LWENGO KINONI GOVT HC III,20,July,2024
LYANTONDE,LYAKAJURA HC III,1,July,2022
LYANTONDE,LYAKAJURA HC III,2,August,2022
LYANTONDE,LYAKAJURA HC III,1,September,2022
LYANTONDE,LYAKAJURA HC III,1,October,2022
LYANTONDE,LYAKAJURA HC III,6,November,2022
LYANTONDE,LYAKAJURA HC III,2,December,2022
LYANTONDE,LYAKAJURA HC III,5,January,2023
LYANTONDE,LYAKAJURA HC III,1,February,2023
LYANTONDE,LYAKAJURA HC III,4,March,2023
LYANTONDE,LYAKAJURA HC III,4,April,2023
LYANTONDE,LYAKAJURA HC III,3,May,2023
LYANTONDE,LYAKAJURA HC III,3,June,2023
LYANTONDE,LYAKAJURA HC III,1,July,2023
LYANTONDE,LYAKAJURA HC III,2,August,2023
LYANTONDE,LYAKAJURA HC III,1,September,2023
LYANTONDE,LYAKAJURA HC III,1,October,2023
LYANTONDE,LYAKAJURA HC III,1,November,2023
LYANTONDE,LYAKAJURA HC III,1,December,2023
LYANTONDE,LYAKAJURA HC III,2,January,2024
LYANTONDE,LYAKAJURA HC III,1,February,2024
LYANTONDE,LYAKAJURA HC III,2,March,2024
LYANTONDE,LYAKAJURA HC III,2,April,2024
LYANTONDE,LYAKAJURA HC III,5,May,2024
LYANTONDE,LYAKAJURA HC III,2,June,2024
LYANTONDE,LYAKAJURA HC III,3,July,2024
LYANTONDE,LYANTONDE HOSPITAL,12,July,2022
LYANTONDE,LYANTONDE HOSPITAL,22,August,2022
LYANTONDE,LYANTONDE HOSPITAL,19,September,2022
LYANTONDE,LYANTONDE HOSPITAL,19,October,2022
LYANTONDE,LYANTONDE HOSPITAL,15,November,2022
LYANTONDE,LYANTONDE HOSPITAL,19,December,2022
LYANTONDE,LYANTONDE HOSPITAL,18,January,2023
LYANTONDE,LYANTONDE HOSPITAL,25,February,2023
LYANTONDE,LYANTONDE HOSPITAL,19,March,2023
LYANTONDE,LYANTONDE HOSPITAL,17,April,2023
LYANTONDE,LYANTONDE HOSPITAL,25,May,2023
LYANTONDE,LYANTONDE HOSPITAL,24,June,2023
LYANTONDE,LYANTONDE HOSPITAL,17,July,2023
LYANTONDE,LYANTONDE HOSPITAL,24,August,2023
LYANTONDE,LYANTONDE HOSPITAL,13,September,2023
LYANTONDE,LYANTONDE HOSPITAL,22,October,2023
LYANTONDE,LYANTONDE HOSPITAL,20,November,2023
LYANTONDE,LYANTONDE HOSPITAL,14,December,2023
LYANTONDE,LYANTONDE HOSPITAL,10,January,2024
LYANTONDE,LYANTONDE HOSPITAL,14,February,2024
LYANTONDE,LYANTONDE HOSPITAL,15,March,2024
LYANTONDE,LYANTONDE HOSPITAL,12,April,2024
LYANTONDE,LYANTONDE HOSPITAL,16,May,2024
LYANTONDE,LYANTONDE HOSPITAL,9,June,2024
LYANTONDE,LYANTONDE HOSPITAL,7,July,2024
GOMBA,MADDU HC IV,5,July,2022
GOMBA,MADDU HC IV,15,August,2022
GOMBA,MADDU HC IV,14,September,2022
GOMBA,MADDU HC IV,5,October,2022
GOMBA,MADDU HC IV,11,November,2022
GOMBA,MADDU HC IV,7,December,2022
GOMBA,MADDU HC IV,14,January,2023
GOMBA,MADDU HC IV,14,February,2023
GOMBA,MADDU HC IV,3,March,2023
GOMBA,MADDU HC IV,4,April,2023
GOMBA,MADDU HC IV,11,May,2023
GOMBA,MADDU HC IV,7,June,2023
GOMBA,MADDU HC IV,9,July,2023
GOMBA,MADDU HC IV,9,August,2023
GOMBA,MADDU HC IV,5,September,2023
GOMBA,MADDU HC IV,5,October,2023
GOMBA,MADDU HC IV,10,November,2023
GOMBA,MADDU HC IV,5,December,2023
GOMBA,MADDU HC IV,9,January,2024
GOMBA,MADDU HC IV,10,February,2024
GOMBA,MADDU HC IV,8,March,2024
GOMBA,MADDU HC IV,10,April,2024
GOMBA,MADDU HC IV,10,May,2024
GOMBA,MADDU HC IV,2,June,2024
GOMBA,MADDU HC IV,8,July,2024
RAKAI,MAGABI HC II,1,March,2023
RAKAI,MAGABI HC II,2,May,2023
RAKAI,MAGABI HC II,1,June,2023
RAKAI,MAGABI HC II,2,July,2023
RAKAI,MAGABI HC II,2,August,2023
RAKAI,MAGABI HC II,1,January,2024
RAKAI,MAGABI HC II,3,June,2024
WAKISO,MAGANJO HC II,1,August,2022
WAKISO,MAGANJO HC II,35,September,2022
WAKISO,MAGANJO HC II,1,October,2022
WAKISO,MAGANJO HC II,1,November,2022
WAKISO,MAGANJO HC II,2,December,2022
WAKISO,MAGANJO HC II,4,January,2023
WAKISO,MAGANJO HC II,2,February,2023
WAKISO,MAGANJO HC II,3,June,2023
WAKISO,MAGANJO HC II,2,July,2023
WAKISO,MAGANJO HC II,1,August,2023
WAKISO,MAGANJO HC II,2,September,2023
WAKISO,MAGANJO HC II,0,October,2023
WAKISO,MAGANJO HC II,3,November,2023
WAKISO,MAGANJO HC II,2,December,2023
WAKISO,MAGANJO HC II,1,January,2024
WAKISO,MAGANJO HC II,1,February,2024
WAKISO,MAGANJO HC II,2,March,2024
WAKISO,MAGANJO HC II,1,April,2024
WAKISO,MAGANJO HC II,1,May,2024
WAKISO,MAGANJO HC II,2,June,2024
WAKISO,MAGANJO HC II,2,July,2024
WAKISO,MAGOGGO HC II,1,October,2022
WAKISO,MAGOGGO HC II,1,November,2022
WAKISO,MAGOGGO HC II,1,January,2023
WAKISO,MAGOGGO HC II,2,February,2023
WAKISO,MAGOGGO HC II,1,March,2023
WAKISO,MAGOGGO HC II,1,May,2023
WAKISO,MAGOGGO HC II,1,June,2023
WAKISO,MAGOGGO HC II,1,July,2023
WAKISO,MAGOGGO HC II,1,August,2023
WAKISO,MAGOGGO HC II,1,September,2023
WAKISO,MAGOGGO HC II,2,October,2023
WAKISO,MAGOGGO HC II,2,November,2023
WAKISO,MAGOGGO HC II,1,February,2024
WAKISO,MAGOGGO HC II,1,March,2024
WAKISO,MAGOGGO HC II,1,April,2024
WAKISO,MAGOGGO HC II,2,May,2024
WAKISO,MAGOGGO HC II,1,June,2024
SEMBABULE,MAKOOLE HC II,2,July,2022
SEMBABULE,MAKOOLE HC II,1,August,2022
SEMBABULE,MAKOOLE HC II,6,September,2022
SEMBABULE,MAKOOLE HC II,2,October,2022
SEMBABULE,MAKOOLE HC II,1,November,2022
SEMBABULE,MAKOOLE HC II,1,December,2022
SEMBABULE,MAKOOLE HC II,1,January,2023
SEMBABULE,MAKOOLE HC II,2,February,2023
SEMBABULE,MAKOOLE HC II,5,March,2023
SEMBABULE,MAKOOLE HC II,1,April,2023
SEMBABULE,MAKOOLE HC II,2,May,2023
SEMBABULE,MAKOOLE HC II,1,June,2023
SEMBABULE,MAKOOLE HC II,0,July,2023
SEMBABULE,MAKOOLE HC II,4,August,2023
SEMBABULE,MAKOOLE HC II,2,September,2023
SEMBABULE,MAKOOLE HC II,1,October,2023
SEMBABULE,MAKOOLE HC II,4,November,2023
SEMBABULE,MAKOOLE HC II,2,December,2023
SEMBABULE,MAKOOLE HC II,2,January,2024
SEMBABULE,MAKOOLE HC II,4,February,2024
SEMBABULE,MAKOOLE HC II,1,March,2024
SEMBABULE,MAKOOLE HC II,5,April,2024
SEMBABULE,MAKOOLE HC II,4,May,2024
SEMBABULE,MAKOOLE HC II,3,June,2024
SEMBABULE,MAKOOLE HC II,1,July,2024
GOMBA,MAMBA HC III,1,September,2022
GOMBA,MAMBA HC III,2,October,2022
GOMBA,MAMBA HC III,4,November,2022
GOMBA,MAMBA HC III,1,December,2022
GOMBA,MAMBA HC III,1,January,2023
GOMBA,MAMBA HC III,2,February,2023
GOMBA,MAMBA HC III,1,March,2023
GOMBA,MAMBA HC III,1,May,2023
GOMBA,MAMBA HC III,5,June,2023
GOMBA,MAMBA HC III,2,July,2023
GOMBA,MAMBA HC III,3,August,2023
GOMBA,MAMBA HC III,3,September,2023
GOMBA,MAMBA HC III,2,October,2023
GOMBA,MAMBA HC III,3,November,2023
GOMBA,MAMBA HC III,2,December,2023
GOMBA,MAMBA HC III,7,January,2024
GOMBA,MAMBA HC III,4,February,2024
GOMBA,MAMBA HC III,2,March,2024
GOMBA,MAMBA HC III,3,April,2024
GOMBA,MAMBA HC III,3,May,2024
GOMBA,MAMBA HC III,1,June,2024
GOMBA,MAMBA HC III,4,July,2024
MASAKA CITY,MASAKA MUNICIPAL CLINIC,5,July,2022
MASAKA CITY,MASAKA MUNICIPAL CLINIC,0,August,2022
MASAKA CITY,MASAKA MUNICIPAL CLINIC,1,September,2022
MASAKA CITY,MASAKA MUNICIPAL CLINIC,4,October,2022
MASAKA CITY,MASAKA MUNICIPAL CLINIC,0,November,2022
MASAKA CITY,MASAKA MUNICIPAL CLINIC,2,December,2022
MASAKA CITY,MASAKA MUNICIPAL CLINIC,2,January,2023
MASAKA CITY,MASAKA MUNICIPAL CLINIC,2,February,2023
MASAKA CITY,MASAKA MUNICIPAL CLINIC,3,March,2023
MASAKA CITY,MASAKA MUNICIPAL CLINIC,1,April,2023
MASAKA CITY,MASAKA MUNICIPAL CLINIC,1,May,2023
MASAKA CITY,MASAKA MUNICIPAL CLINIC,1,June,2023
MASAKA CITY,MASAKA MUNICIPAL CLINIC,6,July,2023
MASAKA CITY,MASAKA MUNICIPAL CLINIC,5,August,2023
MASAKA CITY,MASAKA MUNICIPAL CLINIC,3,September,2023
MASAKA CITY,MASAKA MUNICIPAL CLINIC,0,October,2023
MASAKA CITY,MASAKA MUNICIPAL CLINIC,3,November,2023
MASAKA CITY,MASAKA MUNICIPAL CLINIC,4,January,2024
MASAKA CITY,MASAKA MUNICIPAL CLINIC,2,February,2024
MASAKA CITY,MASAKA MUNICIPAL CLINIC,2,March,2024
MASAKA CITY,MASAKA MUNICIPAL CLINIC,1,April,2024
MASAKA CITY,MASAKA MUNICIPAL CLINIC,2,May,2024
MASAKA CITY,MASAKA MUNICIPAL CLINIC,2,June,2024
MASAKA CITY,MASAKA MUNICIPAL CLINIC,5,July,2024
MASAKA CITY,MASAKA POLICE HC III,6,July,2022
MASAKA CITY,MASAKA POLICE HC III,3,August,2022
MASAKA CITY,MASAKA POLICE HC III,3,September,2022
MASAKA CITY,MASAKA POLICE HC III,6,October,2022
MASAKA CITY,MASAKA POLICE HC III,2,November,2022
MASAKA CITY,MASAKA POLICE HC III,4,December,2022
MASAKA CITY,MASAKA POLICE HC III,2,January,2023
MASAKA CITY,MASAKA POLICE HC III,7,February,2023
MASAKA CITY,MASAKA POLICE HC III,8,March,2023
MASAKA CITY,MASAKA POLICE HC III,0,April,2023
MASAKA CITY,MASAKA POLICE HC III,4,May,2023
MASAKA CITY,MASAKA POLICE HC III,5,June,2023
MASAKA CITY,MASAKA POLICE HC III,9,July,2023
MASAKA CITY,MASAKA POLICE HC III,2,August,2023
MASAKA CITY,MASAKA POLICE HC III,3,September,2023
MASAKA CITY,MASAKA POLICE HC III,6,October,2023
MASAKA CITY,MASAKA POLICE HC III,4,November,2023
MASAKA CITY,MASAKA POLICE HC III,6,December,2023
MASAKA CITY,MASAKA POLICE HC III,5,January,2024
MASAKA CITY,MASAKA POLICE HC III,7,February,2024
MASAKA CITY,MASAKA POLICE HC III,3,March,2024
MASAKA CITY,MASAKA POLICE HC III,4,April,2024
MASAKA CITY,MASAKA POLICE HC III,3,May,2024
MASAKA CITY,MASAKA POLICE HC III,9,June,2024
MASAKA CITY,MASAKA POLICE HC III,7,July,2024
SEMBABULE,MATEETE HC III,16,July,2022
SEMBABULE,MATEETE HC III,7,August,2022
SEMBABULE,MATEETE HC III,8,September,2022
SEMBABULE,MATEETE HC III,8,October,2022
SEMBABULE,MATEETE HC III,6,November,2022
SEMBABULE,MATEETE HC III,8,December,2022
SEMBABULE,MATEETE HC III,16,January,2023
SEMBABULE,MATEETE HC III,21,February,2023
SEMBABULE,MATEETE HC III,7,March,2023
SEMBABULE,MATEETE HC III,14,April,2023
SEMBABULE,MATEETE HC III,19,May,2023
SEMBABULE,MATEETE HC III,11,June,2023
SEMBABULE,MATEETE HC III,17,July,2023
SEMBABULE,MATEETE HC III,9,August,2023
SEMBABULE,MATEETE HC III,18,September,2023
SEMBABULE,MATEETE HC III,14,October,2023
SEMBABULE,MATEETE HC III,18,November,2023
SEMBABULE,MATEETE HC III,11,December,2023
SEMBABULE,MATEETE HC III,15,January,2024
SEMBABULE,MATEETE HC III,12,February,2024
SEMBABULE,MATEETE HC III,7,March,2024
SEMBABULE,MATEETE HC III,10,April,2024
SEMBABULE,MATEETE HC III,9,May,2024
SEMBABULE,MATEETE HC III,12,June,2024
SEMBABULE,MATEETE HC III,11,July,2024
WAKISO,MATUGA HC II,2,August,2022
WAKISO,MATUGA HC II,4,September,2022
WAKISO,MATUGA HC II,1,October,2022
WAKISO,MATUGA HC II,3,November,2022
WAKISO,MATUGA HC II,3,January,2023
WAKISO,MATUGA HC II,5,February,2023
WAKISO,MATUGA HC II,1,March,2023
WAKISO,MATUGA HC II,1,April,2023
WAKISO,MATUGA HC II,1,June,2023
WAKISO,MATUGA HC II,1,July,2023
WAKISO,MATUGA HC II,5,August,2023
WAKISO,MATUGA HC II,4,September,2023
WAKISO,MATUGA HC II,5,October,2023
WAKISO,MATUGA HC II,2,November,2023
WAKISO,MATUGA HC II,1,December,2023
WAKISO,MATUGA HC II,3,January,2024
WAKISO,MATUGA HC II,2,February,2024
WAKISO,MATUGA HC II,3,March,2024
WAKISO,MATUGA HC II,2,May,2024
WAKISO,MATUGA HC II,1,June,2024
WAKISO,MATUGA HC II,1,July,2024
GOMBA,MAWUKI HC II,3,October,2022
GOMBA,MAWUKI HC II,1,January,2023
GOMBA,MAWUKI HC II,2,May,2023
GOMBA,MAWUKI HC II,1,September,2023
GOMBA,MAWUKI HC II,1,October,2023
GOMBA,MAWUKI HC II,1,November,2023
GOMBA,MAWUKI HC II,1,February,2024
GOMBA,MAWUKI HC II,1,May,2024
KYOTERA,MAYANJA HC II,1,October,2022
KYOTERA,MAYANJA HC II,1,February,2023
KYOTERA,MAYANJA HC II,3,March,2023
KYOTERA,MAYANJA HC II,2,May,2023
KYOTERA,MAYANJA HC II,2,July,2023
KYOTERA,MAYANJA HC II,0,October,2023
KYOTERA,MAYANJA HC II,1,November,2023
KYOTERA,MAYANJA HC II,0,December,2023
KYOTERA,MAYANJA HC II,2,January,2024
KYOTERA,MAYANJA HC II,2,May,2024
KYOTERA,MAYANJA HC II,3,July,2024
KALANGALA,MAZINGA HC III,1,July,2022
KALANGALA,MAZINGA HC III,3,August,2022
KALANGALA,MAZINGA HC III,3,September,2022
KALANGALA,MAZINGA HC III,3,October,2022
KALANGALA,MAZINGA HC III,3,November,2022
KALANGALA,MAZINGA HC III,4,December,2022
KALANGALA,MAZINGA HC III,5,January,2023
KALANGALA,MAZINGA HC III,5,February,2023
KALANGALA,MAZINGA HC III,2,March,2023
KALANGALA,MAZINGA HC III,1,April,2023
KALANGALA,MAZINGA HC III,4,May,2023
KALANGALA,MAZINGA HC III,1,June,2023
KALANGALA,MAZINGA HC III,5,July,2023
KALANGALA,MAZINGA HC III,2,August,2023
KALANGALA,MAZINGA HC III,0,September,2023
KALANGALA,MAZINGA HC III,3,October,2023
KALANGALA,MAZINGA HC III,4,November,2023
KALANGALA,MAZINGA HC III,1,December,2023
KALANGALA,MAZINGA HC III,3,January,2024
KALANGALA,MAZINGA HC III,6,February,2024
KALANGALA,MAZINGA HC III,5,March,2024
KALANGALA,MAZINGA HC III,2,April,2024
KALANGALA,MAZINGA HC III,2,May,2024
KALANGALA,MAZINGA HC III,8,June,2024
KALANGALA,MAZINGA HC III,3,July,2024
WAKISO,MENDE HC III,2,August,2022
WAKISO,MENDE HC III,1,September,2022
WAKISO,MENDE HC III,2,October,2022
WAKISO,MENDE HC III,2,November,2022
WAKISO,MENDE HC III,2,December,2022
WAKISO,MENDE HC III,2,January,2023
WAKISO,MENDE HC III,3,March,2023
WAKISO,MENDE HC III,2,April,2023
WAKISO,MENDE HC III,2,May,2023
WAKISO,MENDE HC III,3,June,2023
WAKISO,MENDE HC III,2,July,2023
WAKISO,MENDE HC III,4,September,2023
WAKISO,MENDE HC III,1,October,2023
WAKISO,MENDE HC III,1,November,2023
WAKISO,MENDE HC III,3,January,2024
WAKISO,MENDE HC III,6,February,2024
WAKISO,MENDE HC III,1,March,2024
WAKISO,MENDE HC III,1,April,2024
WAKISO,MENDE HC III,1,May,2024
WAKISO,MENDE HC III,1,June,2024
WAKISO,MENDE HC III,2,July,2024
WAKISO,MIGADDE HC II,1,November,2022
WAKISO,MIGADDE HC II,2,February,2023
WAKISO,MIGADDE HC II,1,June,2023
WAKISO,MIGADDE HC II,0,September,2023
WAKISO,MIGADDE HC II,0,October,2023
WAKISO,MIGADDE HC II,0,November,2023
WAKISO,MIGADDE HC II,1,December,2023
WAKISO,MIGADDE HC II,2,January,2024
WAKISO,MIGADDE HC II,2,February,2024
WAKISO,MIGADDE HC II,0,April,2024
WAKISO,MIGADDE HC II,3,June,2024
WAKISO,MIGADDE HC II,2,July,2024
WAKISO,MILDMAY UGANDA HOSPITAL,31,July,2022
WAKISO,MILDMAY UGANDA HOSPITAL,38,August,2022
WAKISO,MILDMAY UGANDA HOSPITAL,40,September,2022
WAKISO,MILDMAY UGANDA HOSPITAL,46,October,2022
WAKISO,MILDMAY UGANDA HOSPITAL,36,November,2022
WAKISO,MILDMAY UGANDA HOSPITAL,22,December,2022
WAKISO,MILDMAY UGANDA HOSPITAL,35,January,2023
WAKISO,MILDMAY UGANDA HOSPITAL,30,February,2023
WAKISO,MILDMAY UGANDA HOSPITAL,44,March,2023
WAKISO,MILDMAY UGANDA HOSPITAL,39,April,2023
WAKISO,MILDMAY UGANDA HOSPITAL,43,May,2023
WAKISO,MILDMAY UGANDA HOSPITAL,38,June,2023
WAKISO,MILDMAY UGANDA HOSPITAL,28,July,2023
WAKISO,MILDMAY UGANDA HOSPITAL,29,August,2023
WAKISO,MILDMAY UGANDA HOSPITAL,30,September,2023
WAKISO,MILDMAY UGANDA HOSPITAL,23,October,2023
WAKISO,MILDMAY UGANDA HOSPITAL,27,November,2023
WAKISO,MILDMAY UGANDA HOSPITAL,17,December,2023
WAKISO,MILDMAY UGANDA HOSPITAL,37,January,2024
WAKISO,MILDMAY UGANDA HOSPITAL,39,February,2024
WAKISO,MILDMAY UGANDA HOSPITAL,40,March,2024
WAKISO,MILDMAY UGANDA HOSPITAL,58,April,2024
WAKISO,MILDMAY UGANDA HOSPITAL,43,May,2024
WAKISO,MILDMAY UGANDA HOSPITAL,38,June,2024
WAKISO,MILDMAY UGANDA HOSPITAL,40,July,2024
BUKOMANSIMBI,MIRAMBI HC III,2,July,2022
BUKOMANSIMBI,MIRAMBI HC III,0,August,2022
BUKOMANSIMBI,MIRAMBI HC III,1,September,2022
BUKOMANSIMBI,MIRAMBI HC III,3,October,2022
BUKOMANSIMBI,MIRAMBI HC III,2,November,2022
BUKOMANSIMBI,MIRAMBI HC III,3,December,2022
BUKOMANSIMBI,MIRAMBI HC III,3,January,2023
BUKOMANSIMBI,MIRAMBI HC III,5,February,2023
BUKOMANSIMBI,MIRAMBI HC III,4,March,2023
BUKOMANSIMBI,MIRAMBI HC III,4,April,2023
BUKOMANSIMBI,MIRAMBI HC III,3,May,2023
BUKOMANSIMBI,MIRAMBI HC III,4,June,2023
BUKOMANSIMBI,MIRAMBI HC III,2,July,2023
BUKOMANSIMBI,MIRAMBI HC III,3,August,2023
BUKOMANSIMBI,MIRAMBI HC III,6,September,2023
BUKOMANSIMBI,MIRAMBI HC III,6,October,2023
BUKOMANSIMBI,MIRAMBI HC III,3,November,2023
BUKOMANSIMBI,MIRAMBI HC III,0,December,2023
BUKOMANSIMBI,MIRAMBI HC III,4,January,2024
BUKOMANSIMBI,MIRAMBI HC III,2,February,2024
BUKOMANSIMBI,MIRAMBI HC III,6,March,2024
BUKOMANSIMBI,MIRAMBI HC III,4,April,2024
BUKOMANSIMBI,MIRAMBI HC III,4,May,2024
BUKOMANSIMBI,MIRAMBI HC III,1,June,2024
BUKOMANSIMBI,MIRAMBI HC III,6,July,2024
SEMBABULE,MITIMA HC II,1,December,2022
SEMBABULE,MITIMA HC II,1,January,2023
SEMBABULE,MITIMA HC II,2,February,2023
SEMBABULE,MITIMA HC II,1,June,2023
SEMBABULE,MITIMA HC II,1,April,2024
SEMBABULE,MITIMA HC II,0,July,2024
KYOTERA,MITUKULA HC III,3,July,2022
KYOTERA,MITUKULA HC III,7,August,2022
KYOTERA,MITUKULA HC III,9,September,2022
KYOTERA,MITUKULA HC III,12,October,2022
KYOTERA,MITUKULA HC III,9,November,2022
KYOTERA,MITUKULA HC III,5,December,2022
KYOTERA,MITUKULA HC III,11,January,2023
KYOTERA,MITUKULA HC III,7,February,2023
KYOTERA,MITUKULA HC III,12,March,2023
KYOTERA,MITUKULA HC III,8,April,2023
KYOTERA,MITUKULA HC III,10,May,2023
KYOTERA,MITUKULA HC III,10,June,2023
KYOTERA,MITUKULA HC III,12,July,2023
KYOTERA,MITUKULA HC III,13,August,2023
KYOTERA,MITUKULA HC III,11,September,2023
KYOTERA,MITUKULA HC III,14,October,2023
