DISTRICT,FACILITY,TOTALS,MONTH,YEAR
LWENGO,KAKOMA HC III,3,March,2023
LWENGO,KAKOMA HC III,1,April,2023
LWENGO,KAKOMA HC III,3,May,2023
LWENGO,KAKOMA HC III,2,June,2023
LWENGO,KAKOMA HC III,3,August,2023
LWENGO,KAKOMA HC III,2,September,2023
LWENGO,KAKOMA HC III,4,October,2023
LWENGO,KAKOMA HC III,2,November,2023
LWENGO,KAKOMA HC III,6,December,2023
LWENGO,KAKOMA HC III,4,January,2024
LWENGO,KAKOMA HC III,1,February,2024
LWENGO,KAKOMA HC III,1,March,2024
LWENGO,KAKOMA HC III,1,April,2024
LWENGO,KAKOMA HC III,3,May,2024
LWENGO,KAKOMA HC III,1,June,2024
LWENGO,KAKOMA HC III,0,July,2024
KYOTERA,KAKUUTO HC IV,10,July,2022
KYOTERA,KAKUUTO HC IV,10,August,2022
KYOTERA,KAKUUTO HC IV,2,September,2022
KYOTERA,KAKUUTO HC IV,11,October,2022
KYOTERA,KAKUUTO HC IV,16,November,2022
KYOTERA,KAKUUTO HC IV,5,December,2022
KYOTERA,KAKUUTO HC IV,14,January,2023
KYOTERA,KAKUUTO HC IV,11,February,2023
KYOTERA,KAKUUTO HC IV,8,March,2023
KYOTERA,KAKUUTO HC IV,11,April,2023
KYOTERA,KAKUUTO HC IV,9,May,2023
KYOTERA,KAKUUTO HC IV,8,June,2023
KYOTERA,KAKUUTO HC IV,9,July,2023
KYOTERA,KAKUUTO HC IV,10,August,2023
KYOTERA,KAKUUTO HC IV,12,September,2023
KYOTERA,KAKUUTO HC IV,9,October,2023
KYOTERA,KAKUUTO HC IV,12,November,2023
KYOTERA,KAKUUTO HC IV,8,December,2023
KYOTERA,KAKUUTO HC IV,16,January,2024
KYOTERA,KAKUUTO HC IV,18,February,2024
KYOTERA,KAKUUTO HC IV,8,March,2024
KYOTERA,KAKUUTO HC IV,4,April,2024
KYOTERA,KAKUUTO HC IV,7,May,2024
KYOTERA,KAKUUTO HC IV,6,June,2024
KYOTERA,KAKUUTO HC IV,10,July,2024
BUTAMBALA,KALAMBA COMMUNITY HC II,1,October,2022
BUTAMBALA,KALAMBA COMMUNITY HC II,2,February,2023
BUTAMBALA,KALAMBA COMMUNITY HC II,1,March,2023
BUTAMBALA,KALAMBA COMMUNITY HC II,2,April,2023
BUTAMBALA,KALAMBA COMMUNITY HC II,1,July,2023
BUTAMBALA,KALAMBA COMMUNITY HC II,1,August,2023
BUTAMBALA,KALAMBA COMMUNITY HC II,1,September,2023
BUTAMBALA,KALAMBA COMMUNITY HC II,1,January,2024
BUTAMBALA,KALAMBA COMMUNITY HC II,1,March,2024
BUTAMBALA,KALAMBA COMMUNITY HC II,1,May,2024
BUTAMBALA,KALAMBA COMMUNITY HC II,1,July,2024
KALANGALA,KALANGALA HC IV,8,July,2022
KALANGALA,KALANGALA HC IV,7,August,2022
KALANGALA,KALANGALA HC IV,4,September,2022
KALANGALA,KALANGALA HC IV,7,October,2022
KALANGALA,KALANGALA HC IV,10,November,2022
KALANGALA,KALANGALA HC IV,9,December,2022
KALANGALA,KALANGALA HC IV,9,January,2023
KALANGALA,KALANGALA HC IV,6,February,2023
KALANGALA,KALANGALA HC IV,11,March,2023
KALANGALA,KALANGALA HC IV,8,April,2023
KALANGALA,KALANGALA HC IV,10,May,2023
KALANGALA,KALANGALA HC IV,6,June,2023
KALANGALA,KALANGALA HC IV,10,July,2023
KALANGALA,KALANGALA HC IV,10,August,2023
KALANGALA,KALANGALA HC IV,11,September,2023
KALANGALA,KALANGALA HC IV,7,October,2023
KALANGALA,KALANGALA HC IV,10,November,2023
KALANGALA,KALANGALA HC IV,11,December,2023
KALANGALA,KALANGALA HC IV,6,January,2024
KALANGALA,KALANGALA HC IV,5,February,2024
KALANGALA,KALANGALA HC IV,3,March,2024
KALANGALA,KALANGALA HC IV,8,April,2024
KALANGALA,KALANGALA HC IV,14,May,2024
KALANGALA,KALANGALA HC IV,9,June,2024
KALANGALA,KALANGALA HC IV,8,July,2024
LYANTONDE,KALIIRO HC III,2,July,2022
LYANTONDE,KALIIRO HC III,2,August,2022
LYANTONDE,KALIIRO HC III,3,September,2022
LYANTONDE,KALIIRO HC III,5,October,2022
LYANTONDE,KALIIRO HC III,5,November,2022
LYANTONDE,KALIIRO HC III,3,December,2022
LYANTONDE,KALIIRO HC III,5,January,2023
LYANTONDE,KALIIRO HC III,2,February,2023
LYANTONDE,KALIIRO HC III,2,March,2023
LYANTONDE,KALIIRO HC III,4,April,2023
LYANTONDE,KALIIRO HC III,8,May,2023
LYANTONDE,KALIIRO HC III,7,June,2023
LYANTONDE,KALIIRO HC III,4,July,2023
LYANTONDE,KALIIRO HC III,4,August,2023
LYANTONDE,KALIIRO HC III,9,September,2023
LYANTONDE,KALIIRO HC III,4,October,2023
LYANTONDE,KALIIRO HC III,3,November,2023
LYANTONDE,KALIIRO HC III,2,December,2023
LYANTONDE,KALIIRO HC III,6,January,2024
LYANTONDE,KALIIRO HC III,6,February,2024
LYANTONDE,KALIIRO HC III,8,March,2024
LYANTONDE,KALIIRO HC III,3,April,2024
LYANTONDE,KALIIRO HC III,4,May,2024
LYANTONDE,KALIIRO HC III,7,June,2024
LYANTONDE,KALIIRO HC III,3,July,2024
KYOTERA,KALISIZO GENERAL HOSPITAL,14,July,2022
KYOTERA,KALISIZO GENERAL HOSPITAL,17,August,2022
KYOTERA,KALISIZO GENERAL HOSPITAL,18,September,2022
KYOTERA,KALISIZO GENERAL HOSPITAL,20,October,2022
KYOTERA,KALISIZO GENERAL HOSPITAL,20,November,2022
KYOTERA,KALISIZO GENERAL HOSPITAL,14,December,2022
KYOTERA,KALISIZO GENERAL HOSPITAL,29,January,2023
KYOTERA,KALISIZO GENERAL HOSPITAL,14,February,2023
KYOTERA,KALISIZO GENERAL HOSPITAL,13,March,2023
KYOTERA,KALISIZO GENERAL HOSPITAL,11,April,2023
KYOTERA,KALISIZO GENERAL HOSPITAL,15,May,2023
KYOTERA,KALISIZO GENERAL HOSPITAL,21,June,2023
KYOTERA,KALISIZO GENERAL HOSPITAL,15,July,2023
KYOTERA,KALISIZO GENERAL HOSPITAL,20,August,2023
KYOTERA,KALISIZO GENERAL HOSPITAL,9,September,2023
KYOTERA,KALISIZO GENERAL HOSPITAL,17,October,2023
KYOTERA,KALISIZO GENERAL HOSPITAL,14,November,2023
KYOTERA,KALISIZO GENERAL HOSPITAL,6,December,2023
KYOTERA,KALISIZO GENERAL HOSPITAL,18,January,2024
KYOTERA,KALISIZO GENERAL HOSPITAL,15,February,2024
KYOTERA,KALISIZO GENERAL HOSPITAL,22,March,2024
KYOTERA,KALISIZO GENERAL HOSPITAL,20,April,2024
KYOTERA,KALISIZO GENERAL HOSPITAL,20,May,2024
KYOTERA,KALISIZO GENERAL HOSPITAL,22,June,2024
KYOTERA,KALISIZO GENERAL HOSPITAL,22,July,2024
KALUNGU,KALUNGU HC III,4,August,2022
KALUNGU,KALUNGU HC III,2,September,2022
KALUNGU,KALUNGU HC III,6,October,2022
KALUNGU,KALUNGU HC III,8,November,2022
KALUNGU,KALUNGU HC III,3,December,2022
KALUNGU,KALUNGU HC III,10,January,2023
KALUNGU,KALUNGU HC III,4,February,2023
KALUNGU,KALUNGU HC III,2,March,2023
KALUNGU,KALUNGU HC III,2,April,2023
KALUNGU,KALUNGU HC III,6,May,2023
KALUNGU,KALUNGU HC III,6,June,2023
KALUNGU,KALUNGU HC III,4,July,2023
KALUNGU,KALUNGU HC III,4,August,2023
KALUNGU,KALUNGU HC III,3,September,2023
KALUNGU,KALUNGU HC III,7,October,2023
KALUNGU,KALUNGU HC III,4,November,2023
KALUNGU,KALUNGU HC III,3,December,2023
KALUNGU,KALUNGU HC III,6,January,2024
KALUNGU,KALUNGU HC III,3,February,2024
KALUNGU,KALUNGU HC III,4,March,2024
KALUNGU,KALUNGU HC III,4,April,2024
KALUNGU,KALUNGU HC III,3,May,2024
KALUNGU,KALUNGU HC III,6,June,2024
KALUNGU,KALUNGU HC III,7,July,2024
MPIGI,KAMPIRINGISA HC III,3,July,2022
MPIGI,KAMPIRINGISA HC III,3,August,2022
MPIGI,KAMPIRINGISA HC III,4,September,2022
MPIGI,KAMPIRINGISA HC III,2,October,2022
MPIGI,KAMPIRINGISA HC III,4,November,2022
MPIGI,KAMPIRINGISA HC III,4,December,2022
MPIGI,KAMPIRINGISA HC III,3,January,2023
MPIGI,KAMPIRINGISA HC III,3,February,2023
MPIGI,KAMPIRINGISA HC III,3,March,2023
MPIGI,KAMPIRINGISA HC III,6,May,2023
MPIGI,KAMPIRINGISA HC III,3,June,2023
MPIGI,KAMPIRINGISA HC III,3,July,2023
MPIGI,KAMPIRINGISA HC III,1,August,2023
MPIGI,KAMPIRINGISA HC III,1,September,2023
MPIGI,KAMPIRINGISA HC III,3,October,2023
MPIGI,KAMPIRINGISA HC III,1,November,2023
MPIGI,KAMPIRINGISA HC III,1,December,2023
MPIGI,KAMPIRINGISA HC III,1,January,2024
MPIGI,KAMPIRINGISA HC III,6,February,2024
MPIGI,KAMPIRINGISA HC III,4,March,2024
MPIGI,KAMPIRINGISA HC III,2,April,2024
MPIGI,KAMPIRINGISA HC III,3,May,2024
MPIGI,KAMPIRINGISA HC III,10,June,2024
MASAKA DISTRICT,KAMULEGU HC III,8,July,2022
MASAKA DISTRICT,KAMULEGU HC III,4,August,2022
MASAKA DISTRICT,KAMULEGU HC III,5,September,2022
MASAKA DISTRICT,KAMULEGU HC III,7,October,2022
MASAKA DISTRICT,KAMULEGU HC III,4,November,2022
MASAKA DISTRICT,KAMULEGU HC III,6,December,2022
MASAKA DISTRICT,KAMULEGU HC III,6,January,2023
MASAKA DISTRICT,KAMULEGU HC III,8,February,2023
MASAKA DISTRICT,KAMULEGU HC III,5,March,2023
MASAKA DISTRICT,KAMULEGU HC III,3,April,2023
MASAKA DISTRICT,KAMULEGU HC III,4,May,2023
MASAKA DISTRICT,KAMULEGU HC III,6,June,2023
MASAKA DISTRICT,KAMULEGU HC III,5,July,2023
MASAKA DISTRICT,KAMULEGU HC III,7,August,2023
MASAKA DISTRICT,KAMULEGU HC III,8,September,2023
MASAKA DISTRICT,KAMULEGU HC III,11,October,2023
MASAKA DISTRICT,KAMULEGU HC III,6,November,2023
MASAKA DISTRICT,KAMULEGU HC III,0,December,2023
MASAKA DISTRICT,KAMULEGU HC III,9,January,2024
MASAKA DISTRICT,KAMULEGU HC III,7,February,2024
MASAKA DISTRICT,KAMULEGU HC III,4,March,2024
MASAKA DISTRICT,KAMULEGU HC III,4,April,2024
MASAKA DISTRICT,KAMULEGU HC III,7,May,2024
MASAKA DISTRICT,KAMULEGU HC III,7,June,2024
MASAKA DISTRICT,KAMULEGU HC III,4,July,2024
GOMBA,KANONI HC III,8,July,2022
GOMBA,KANONI HC III,17,August,2022
GOMBA,KANONI HC III,10,September,2022
GOMBA,KANONI HC III,7,October,2022
GOMBA,KANONI HC III,14,November,2022
GOMBA,KANONI HC III,8,December,2022
GOMBA,KANONI HC III,13,January,2023
GOMBA,KANONI HC III,2,February,2023
GOMBA,KANONI HC III,4,March,2023
GOMBA,KANONI HC III,12,April,2023
GOMBA,KANONI HC III,9,May,2023
GOMBA,KANONI HC III,14,June,2023
GOMBA,KANONI HC III,8,July,2023
GOMBA,KANONI HC III,18,August,2023
GOMBA,KANONI HC III,11,September,2023
GOMBA,KANONI HC III,14,October,2023
GOMBA,KANONI HC III,15,November,2023
GOMBA,KANONI HC III,6,December,2023
GOMBA,KANONI HC III,10,January,2024
GOMBA,KANONI HC III,13,February,2024
GOMBA,KANONI HC III,13,March,2024
GOMBA,KANONI HC III,6,April,2024
GOMBA,KANONI HC III,11,May,2024
GOMBA,KANONI HC III,12,June,2024
GOMBA,KANONI HC III,18,July,2024
KYOTERA,KASAALI HC III,10,July,2022
KYOTERA,KASAALI HC III,6,August,2022
KYOTERA,KASAALI HC III,6,September,2022
KYOTERA,KASAALI HC III,5,October,2022
KYOTERA,KASAALI HC III,4,November,2022
KYOTERA,KASAALI HC III,5,December,2022
KYOTERA,KASAALI HC III,9,January,2023
KYOTERA,KASAALI HC III,10,February,2023
KYOTERA,KASAALI HC III,3,March,2023
KYOTERA,KASAALI HC III,7,April,2023
KYOTERA,KASAALI HC III,10,May,2023
KYOTERA,KASAALI HC III,5,June,2023
KYOTERA,KASAALI HC III,8,July,2023
KYOTERA,KASAALI HC III,8,August,2023
KYOTERA,KASAALI HC III,5,September,2023
KYOTERA,KASAALI HC III,7,October,2023
KYOTERA,KASAALI HC III,3,November,2023
KYOTERA,KASAALI HC III,6,December,2023
KYOTERA,KASAALI HC III,5,January,2024
KYOTERA,KASAALI HC III,6,February,2024
KYOTERA,KASAALI HC III,5,March,2024
KYOTERA,KASAALI HC III,3,April,2024
KYOTERA,KASAALI HC III,10,May,2024
KYOTERA,KASAALI HC III,8,June,2024
KYOTERA,KASAALI HC III,5,July,2024
LYANTONDE,KASAGAMA HC III,6,July,2022
LYANTONDE,KASAGAMA HC III,3,August,2022
LYANTONDE,KASAGAMA HC III,4,September,2022
LYANTONDE,KASAGAMA HC III,3,October,2022
LYANTONDE,KASAGAMA HC III,2,November,2022
LYANTONDE,KASAGAMA HC III,5,December,2022
LYANTONDE,KASAGAMA HC III,4,January,2023
LYANTONDE,KASAGAMA HC III,5,March,2023
LYANTONDE,KASAGAMA HC III,5,April,2023
LYANTONDE,KASAGAMA HC III,5,May,2023
LYANTONDE,KASAGAMA HC III,3,June,2023
LYANTONDE,KASAGAMA HC III,7,July,2023
LYANTONDE,KASAGAMA HC III,3,August,2023
LYANTONDE,KASAGAMA HC III,1,September,2023
LYANTONDE,KASAGAMA HC III,6,October,2023
LYANTONDE,KASAGAMA HC III,1,November,2023
LYANTONDE,KASAGAMA HC III,8,December,2023
LYANTONDE,KASAGAMA HC III,10,January,2024
LYANTONDE,KASAGAMA HC III,9,February,2024
LYANTONDE,KASAGAMA HC III,4,March,2024
LYANTONDE,KASAGAMA HC III,5,April,2024
LYANTONDE,KASAGAMA HC III,7,May,2024
LYANTONDE,KASAGAMA HC III,6,June,2024
LYANTONDE,KASAGAMA HC III,3,July,2024
KALUNGU,KASAMBYA (KALUNGU) HC III,5,July,2022
KALUNGU,KASAMBYA (KALUNGU) HC III,7,August,2022
KALUNGU,KASAMBYA (KALUNGU) HC III,7,September,2022
KALUNGU,KASAMBYA (KALUNGU) HC III,5,October,2022
KALUNGU,KASAMBYA (KALUNGU) HC III,1,November,2022
KALUNGU,KASAMBYA (KALUNGU) HC III,1,December,2022
KALUNGU,KASAMBYA (KALUNGU) HC III,4,January,2023
KALUNGU,KASAMBYA (KALUNGU) HC III,2,February,2023
KALUNGU,KASAMBYA (KALUNGU) HC III,1,March,2023
KALUNGU,KASAMBYA (KALUNGU) HC III,4,April,2023
KALUNGU,KASAMBYA (KALUNGU) HC III,7,May,2023
KALUNGU,KASAMBYA (KALUNGU) HC III,2,June,2023
KALUNGU,KASAMBYA (KALUNGU) HC III,7,July,2023
KALUNGU,KASAMBYA (KALUNGU) HC III,6,August,2023
KALUNGU,KASAMBYA (KALUNGU) HC III,1,September,2023
KALUNGU,KASAMBYA (KALUNGU) HC III,4,October,2023
KALUNGU,KASAMBYA (KALUNGU) HC III,6,November,2023
KALUNGU,KASAMBYA (KALUNGU) HC III,5,December,2023
KALUNGU,KASAMBYA (KALUNGU) HC III,5,January,2024
KALUNGU,KASAMBYA (KALUNGU) HC III,9,February,2024
KALUNGU,KASAMBYA (KALUNGU) HC III,3,March,2024
KALUNGU,KASAMBYA (KALUNGU) HC III,1,April,2024
KALUNGU,KASAMBYA (KALUNGU) HC III,2,May,2024
KALUNGU,KASAMBYA (KALUNGU) HC III,1,June,2024
KALUNGU,KASAMBYA (KALUNGU) HC III,6,July,2024
WAKISO,KASANGATI HC IV,31,July,2022
WAKISO,KASANGATI HC IV,33,August,2022
WAKISO,KASANGATI HC IV,32,September,2022
WAKISO,KASANGATI HC IV,23,October,2022
WAKISO,KASANGATI HC IV,18,November,2022
WAKISO,KASANGATI HC IV,13,December,2022
WAKISO,KASANGATI HC IV,12,January,2023
WAKISO,KASANGATI HC IV,30,February,2023
WAKISO,KASANGATI HC IV,26,March,2023
WAKISO,KASANGATI HC IV,15,April,2023
WAKISO,KASANGATI HC IV,31,May,2023
WAKISO,KASANGATI HC IV,28,June,2023
WAKISO,KASANGATI HC IV,41,July,2023
WAKISO,KASANGATI HC IV,36,August,2023
WAKISO,KASANGATI HC IV,24,September,2023
WAKISO,KASANGATI HC IV,16,October,2023
WAKISO,KASANGATI HC IV,34,November,2023
WAKISO,KASANGATI HC IV,17,December,2023
WAKISO,KASANGATI HC IV,39,January,2024
WAKISO,KASANGATI HC IV,28,February,2024
WAKISO,KASANGATI HC IV,10,March,2024
WAKISO,KASANGATI HC IV,30,April,2024
WAKISO,KASANGATI HC IV,28,May,2024
WAKISO,KASANGATI HC IV,24,June,2024
WAKISO,KASANGATI HC IV,5,July,2024
WAKISO,KASANJE HC III,12,July,2022
WAKISO,KASANJE HC III,7,August,2022
WAKISO,KASANJE HC III,6,September,2022
WAKISO,KASANJE HC III,4,October,2022
WAKISO,KASANJE HC III,7,November,2022
WAKISO,KASANJE HC III,6,December,2022
WAKISO,KASANJE HC III,1,January,2023
WAKISO,KASANJE HC III,5,February,2023
WAKISO,KASANJE HC III,10,March,2023
WAKISO,KASANJE HC III,6,April,2023
WAKISO,KASANJE HC III,7,May,2023
WAKISO,KASANJE HC III,9,June,2023
WAKISO,KASANJE HC III,6,July,2023
WAKISO,KASANJE HC III,6,August,2023
WAKISO,KASANJE HC III,9,September,2023
WAKISO,KASANJE HC III,7,October,2023
WAKISO,KASANJE HC III,8,November,2023
WAKISO,KASANJE HC III,4,December,2023
WAKISO,KASANJE HC III,9,January,2024
WAKISO,KASANJE HC III,3,February,2024
WAKISO,KASANJE HC III,4,March,2024
WAKISO,KASANJE HC III,9,April,2024
WAKISO,KASANJE HC III,5,May,2024
WAKISO,KASANJE HC III,5,June,2024
WAKISO,KASANJE HC III,11,July,2024
RAKAI,KASANKALA HC II,3,January,2023
RAKAI,KASANKALA HC II,1,May,2023
RAKAI,KASANKALA HC II,4,July,2023
RAKAI,KASANKALA HC II,1,September,2023
RAKAI,KASANKALA HC II,1,October,2023
RAKAI,KASANKALA HC II,1,January,2024
RAKAI,KASANKALA HC II,1,April,2024
RAKAI,KASANKALA HC II,1,May,2024
RAKAI,KASANKALA HC II,1,July,2024
KYOTERA,KASASA HC III,1,July,2022
KYOTERA,KASASA HC III,3,August,2022
KYOTERA,KASASA HC III,6,September,2022
KYOTERA,KASASA HC III,2,October,2022
KYOTERA,KASASA HC III,6,November,2022
KYOTERA,KASASA HC III,1,December,2022
KYOTERA,KASASA HC III,1,January,2023
KYOTERA,KASASA HC III,6,February,2023
KYOTERA,KASASA HC III,5,March,2023
KYOTERA,KASASA HC III,2,April,2023
KYOTERA,KASASA HC III,4,May,2023
KYOTERA,KASASA HC III,5,June,2023
KYOTERA,KASASA HC III,1,July,2023
KYOTERA,KASASA HC III,1,August,2023
KYOTERA,KASASA HC III,1,September,2023
KYOTERA,KASASA HC III,2,October,2023
KYOTERA,KASASA HC III,2,November,2023
KYOTERA,KASASA HC III,2,December,2023
KYOTERA,KASASA HC III,2,January,2024
KYOTERA,KASASA HC III,7,February,2024
KYOTERA,KASASA HC III,3,March,2024
KYOTERA,KASASA HC III,2,April,2024
KYOTERA,KASASA HC III,3,May,2024
KYOTERA,KASASA HC III,3,June,2024
KYOTERA,KASASA HC III,2,July,2024
KALANGALA,KASEKULO HC II,2,July,2022
KALANGALA,KASEKULO HC II,3,August,2022
KALANGALA,KASEKULO HC II,2,September,2022
KALANGALA,KASEKULO HC II,1,October,2022
KALANGALA,KASEKULO HC II,1,December,2022
KALANGALA,KASEKULO HC II,1,May,2023
KALANGALA,KASEKULO HC II,3,August,2023
KALANGALA,KASEKULO HC II,2,September,2023
KALANGALA,KASEKULO HC II,1,October,2023
KALANGALA,KASEKULO HC II,0,February,2024
KALANGALA,KASEKULO HC II,1,March,2024
KALANGALA,KASEKULO HC II,1,April,2024
KALANGALA,KASEKULO HC II,1,May,2024
KALANGALA,KASEKULO HC II,1,June,2024
KALANGALA,KASEKULO HC II,2,July,2024
WAKISO,KASENGE HC II,5,July,2022
WAKISO,KASENGE HC II,4,August,2022
WAKISO,KASENGE HC II,7,September,2022
WAKISO,KASENGE HC II,9,October,2022
WAKISO,KASENGE HC II,4,November,2022
WAKISO,KASENGE HC II,1,December,2022
WAKISO,KASENGE HC II,3,January,2023
WAKISO,KASENGE HC II,7,February,2023
WAKISO,KASENGE HC II,8,March,2023
WAKISO,KASENGE HC II,1,April,2023
WAKISO,KASENGE HC II,2,May,2023
WAKISO,KASENGE HC II,1,June,2023
WAKISO,KASENGE HC II,4,July,2023
WAKISO,KASENGE HC II,2,August,2023
WAKISO,KASENGE HC II,0,September,2023
WAKISO,KASENGE HC II,0,October,2023
WAKISO,KASENGE HC II,0,November,2023
WAKISO,KASENGE HC II,0,December,2023
WAKISO,KASENGE HC II,1,January,2024
WAKISO,KASENGE HC II,3,March,2024
WAKISO,KASENGE HC II,1,April,2024
WAKISO,KASENGE HC II,3,May,2024
WAKISO,KASENGE HC II,6,June,2024
WAKISO,KASENGE HC II,0,July,2024
KYOTERA,KASENSERO HC II,6,July,2022
KYOTERA,KASENSERO HC II,5,August,2022
KYOTERA,KASENSERO HC II,4,September,2022
KYOTERA,KASENSERO HC II,4,October,2022
KYOTERA,KASENSERO HC II,6,November,2022
KYOTERA,KASENSERO HC II,5,December,2022
KYOTERA,KASENSERO HC II,5,January,2023
KYOTERA,KASENSERO HC II,4,February,2023
KYOTERA,KASENSERO HC II,3,March,2023
KYOTERA,KASENSERO HC II,2,April,2023
KYOTERA,KASENSERO HC II,5,May,2023
KYOTERA,KASENSERO HC II,2,June,2023
KYOTERA,KASENSERO HC II,6,July,2023
KYOTERA,KASENSERO HC II,2,August,2023
KYOTERA,KASENSERO HC II,6,September,2023
KYOTERA,KASENSERO HC II,8,October,2023
KYOTERA,KASENSERO HC II,2,November,2023
KYOTERA,KASENSERO HC II,3,December,2023
KYOTERA,KASENSERO HC II,3,January,2024
KYOTERA,KASENSERO HC II,4,February,2024
KYOTERA,KASENSERO HC II,2,March,2024
KYOTERA,KASENSERO HC II,3,April,2024
KYOTERA,KASENSERO HC II,5,May,2024
KYOTERA,KASENSERO HC II,4,June,2024
KYOTERA,KASENSERO HC II,4,July,2024
WAKISO,KASOOZO HC III,1,November,2022
WAKISO,KASOOZO HC III,1,January,2023
WAKISO,KASOOZO HC III,1,February,2023
WAKISO,KASOOZO HC III,2,March,2023
WAKISO,KASOOZO HC III,1,May,2023
WAKISO,KASOOZO HC III,1,September,2023
WAKISO,KASOOZO HC III,0,October,2023
WAKISO,KASOOZO HC III,0,November,2023
WAKISO,KASOOZO HC III,1,March,2024
WAKISO,KASOOZO HC III,1,April,2024
WAKISO,KATABI HC III,7,July,2022
WAKISO,KATABI HC III,13,August,2022
WAKISO,KATABI HC III,6,September,2022
WAKISO,KATABI HC III,10,October,2022
WAKISO,KATABI HC III,3,November,2022
WAKISO,KATABI HC III,9,December,2022
WAKISO,KATABI HC III,16,January,2023
WAKISO,KATABI HC III,14,February,2023
WAKISO,KATABI HC III,6,March,2023
WAKISO,KATABI HC III,1,April,2023
WAKISO,KATABI HC III,3,May,2023
WAKISO,KATABI HC III,3,June,2023
WAKISO,KATABI HC III,2,July,2023
WAKISO,KATABI HC III,3,August,2023
WAKISO,KATABI HC III,2,September,2023
WAKISO,KATABI HC III,6,October,2023
WAKISO,KATABI HC III,6,November,2023
WAKISO,KATABI HC III,3,December,2023
WAKISO,KATABI HC III,8,January,2024
WAKISO,KATABI HC III,6,February,2024
WAKISO,KATABI HC III,5,March,2024
WAKISO,KATABI HC III,5,April,2024
WAKISO,KATABI HC III,6,May,2024
WAKISO,KATABI HC III,2,June,2024
WAKISO,KATABI HC III,4,July,2024
LWENGO,KATOVU HC III,6,July,2022
LWENGO,KATOVU HC III,3,August,2022
LWENGO,KATOVU HC III,1,September,2022
LWENGO,KATOVU HC III,2,October,2022
LWENGO,KATOVU HC III,4,November,2022
LWENGO,KATOVU HC III,2,December,2022
LWENGO,KATOVU HC III,10,January,2023
LWENGO,KATOVU HC III,7,February,2023
LWENGO,KATOVU HC III,4,March,2023
LWENGO,KATOVU HC III,3,May,2023
LWENGO,KATOVU HC III,2,June,2023
LWENGO,KATOVU HC III,4,July,2023
LWENGO,KATOVU HC III,5,August,2023
LWENGO,KATOVU HC III,5,September,2023
LWENGO,KATOVU HC III,6,October,2023
LWENGO,KATOVU HC III,5,November,2023
LWENGO,KATOVU HC III,2,December,2023
LWENGO,KATOVU HC III,6,January,2024
LWENGO,KATOVU HC III,5,February,2024
LWENGO,KATOVU HC III,4,March,2024
LWENGO,KATOVU HC III,4,April,2024
LWENGO,KATOVU HC III,5,May,2024
LWENGO,KATOVU HC III,1,June,2024
LWENGO,KATOVU HC III,5,July,2024
WAKISO,KAWANDA HC III,7,July,2022
WAKISO,KAWANDA HC III,6,August,2022
WAKISO,KAWANDA HC III,3,September,2022
WAKISO,KAWANDA HC III,3,October,2022
WAKISO,KAWANDA HC III,6,November,2022
WAKISO,KAWANDA HC III,1,December,2022
WAKISO,KAWANDA HC III,6,January,2023
WAKISO,KAWANDA HC III,1,February,2023
WAKISO,KAWANDA HC III,9,March,2023
WAKISO,KAWANDA HC III,7,April,2023
WAKISO,KAWANDA HC III,3,May,2023
WAKISO,KAWANDA HC III,5,June,2023
WAKISO,KAWANDA HC III,3,July,2023
WAKISO,KAWANDA HC III,2,September,2023
WAKISO,KAWANDA HC III,1,October,2023
WAKISO,KAWANDA HC III,5,November,2023
WAKISO,KAWANDA HC III,3,December,2023
WAKISO,KAWANDA HC III,2,January,2024
WAKISO,KAWANDA HC III,1,February,2024
WAKISO,KAWANDA HC III,6,March,2024
WAKISO,KAWANDA HC III,2,April,2024
WAKISO,KAWANDA HC III,2,May,2024
WAKISO,KAWANDA HC III,3,June,2024
WAKISO,KAWANDA HC III,6,July,2024
KYOTERA,KAYANJA HC II,4,October,2022
KYOTERA,KAYANJA HC II,2,December,2022
KYOTERA,KAYANJA HC II,1,January,2023
KYOTERA,KAYANJA HC II,1,February,2023
KYOTERA,KAYANJA HC II,1,March,2023
KYOTERA,KAYANJA HC II,7,April,2023
KYOTERA,KAYANJA HC II,3,May,2023
KYOTERA,KAYANJA HC II,2,June,2023
KYOTERA,KAYANJA HC II,1,August,2023
KYOTERA,KAYANJA HC II,3,October,2023
KYOTERA,KAYANJA HC II,1,December,2023
KYOTERA,KAYANJA HC II,1,January,2024
KYOTERA,KAYANJA HC II,2,March,2024
KYOTERA,KAYANJA HC II,1,April,2024
KYOTERA,KAYANJA HC II,1,May,2024
KYOTERA,KAYANJA HC II,1,June,2024
KYOTERA,KAYANJA HC II,1,July,2024
RAKAI,KAYONZA KACHEERA HC II,4,August,2022
RAKAI,KAYONZA KACHEERA HC II,1,September,2022
RAKAI,KAYONZA KACHEERA HC II,1,December,2022
RAKAI,KAYONZA KACHEERA HC II,2,January,2023
RAKAI,KAYONZA KACHEERA HC II,1,February,2023
RAKAI,KAYONZA KACHEERA HC II,1,April,2023
RAKAI,KAYONZA KACHEERA HC II,1,January,2024
RAKAI,KAYONZA KACHEERA HC II,2,February,2024
RAKAI,KAYONZA KACHEERA HC II,0,July,2024
SEMBABULE,KAYUNGA HC II,0,September,2022
SEMBABULE,KAYUNGA HC II,1,November,2022
SEMBABULE,KAYUNGA HC II,0,December,2022
SEMBABULE,KAYUNGA HC II,1,May,2023
